image_id,subject_id,eye,image_index,original_filename,relative_path,width,height,is_corrupt,blur_flag,occlusion_flag,notes,split,pilot_annotation,pilot_annotation_notes,pilot_flag,pilot_role,pilot_notes
CASIA_067_L_02,67,L,2,S1067L02.jpg,067/L/S1067L02.jpg,320,280,0,0,0,,test,,,,,
CASIA_067_L_03,67,L,3,S1067L03.jpg,067/L/S1067L03.jpg,320,280,0,0,0,,test,,,,,
CASIA_067_L_04,67,L,4,S1067L04.jpg,067/L/S1067L04.jpg,320,280,0,0,0,,test,,,,,
CASIA_067_L_05,67,L,5,S1067L05.jpg,067/L/S1067L05.jpg,320,280,0,0,0,,test,,,,,
CASIA_067_L_06,67,L,6,S1067L06.jpg,067/L/S1067L06.jpg,320,280,0,0,0,,test,,,,,
CASIA_067_L_07,67,L,7,S1067L07.jpg,067/L/S1067L07.jpg,320,280,0,0,0,,test,,,,,
CASIA_067_R_01,67,R,1,S1067R01.jpg,067/R/S1067R01.jpg,320,280,0,0,0,,test,,,,,
CASIA_067_R_02,67,R,2,S1067R02.jpg,067/R/S1067R02.jpg,320,280,0,0,0,,test,,,,,
CASIA_067_R_03,67,R,3,S1067R03.jpg,067/R/S1067R03.jpg,320,280,0,0,0,,test,,,,,
CASIA_067_R_04,67,R,4,S1067R04.jpg,067/R/S1067R04.jpg,320,280,0,0,0,,test,,,,,
CASIA_067_R_05,67,R,5,S1067R05.jpg,067/R/S1067R05.jpg,320,280,0,0,0,,test,,,,,
CASIA_067_R_06,67,R,6,S1067R06.jpg,067/R/S1067R06.jpg,320,280,0,0,0,,test,,,,,
CASIA_067_R_07,67,R,7,S1067R07.jpg,067/R/S1067R07.jpg,320,280,0,0,0,,test,,,,,
CASIA_068_L_01,68,L,1,S1068L01.jpg,068/L/S1068L01.jpg,320,280,0,0,0,,train,,,,,
CASIA_068_L_02,68,L,2,S1068L02.jpg,068/L/S1068L02.jpg,320,280,0,0,0,,train,,,,,
CASIA_068_L_03,68,L,3,S1068L03.jpg,068/L/S1068L03.jpg,320,280,0,0,0,,train,,,,,
CASIA_068_L_04,68,L,4,S1068L04.jpg,068/L/S1068L04.jpg,320,280,0,0,0,,train,,,,,
CASIA_068_L_05,68,L,5,S1068L05.jpg,068/L/S1068L05.jpg,320,280,0,0,0,,train,,,,,
CASIA_068_L_06,68,L,6,S1068L06.jpg,068/L/S1068L06.jpg,320,280,0,0,0,,train,,,,,
CASIA_068_L_07,68,L,7,S1068L07.jpg,068/L/S1068L07.jpg,320,280,0,0,0,,train,,,,,
CASIA_068_R_01,68,R,1,S1068R01.jpg,068/R/S1068R01.jpg,320,280,0,0,0,,train,,,,,
CASIA_068_R_02,68,R,2,S1068R02.jpg,068/R/S1068R02.jpg,320,280,0,0,0,,train,,,,,
CASIA_068_R_03,68,R,3,S1068R03.jpg,068/R/S1068R03.jpg,320,280,0,0,0,,train,,,,,
CASIA_068_R_04,68,R,4,S1068R04.jpg,068/R/S1068R04.jpg,320,280,0,0,0,,train,,,,,
CASIA_068_R_05,68,R,5,S1068R05.jpg,068/R/S1068R05.jpg,320,280,0,0,0,,train,,,,,
CASIA_068_R_06,68,R,6,S1068R06.jpg,068/R/S1068R06.jpg,320,280,0,0,0,,train,,,,,
CASIA_069_L_01,69,L,1,S1069L01.jpg,069/L/S1069L01.jpg,320,280,0,0,0,,train,,,,,
CASIA_069_L_02,69,L,2,S1069L02.jpg,069/L/S1069L02.jpg,320,280,0,0,0,,train,,,,,
CASIA_069_L_03,69,L,3,S1069L03.jpg,069/L/S1069L03.jpg,320,280,0,0,0,,train,,,,,
CASIA_069_L_04,69,L,4,S1069L04.jpg,069/L/S1069L04.jpg,320,280,0,0,0,,train,,,,,
CASIA_069_L_05,69,L,5,S1069L05.jpg,069/L/S1069L05.jpg,320,280,0,0,0,,train,,,,,
CASIA_069_L_06,69,L,6,S1069L06.jpg,069/L/S1069L06.jpg,320,280,0,0,0,,train,,,,,
CASIA_069_L_07,69,L,7,S1069L07.jpg,069/L/S1069L07.jpg,320,280,0,0,0,,train,,,,,
CASIA_069_R_01,69,R,1,S1069R01.jpg,069/R/S1069R01.jpg,320,280,0,0,0,,train,,,,,
CASIA_069_R_02,69,R,2,S1069R02.jpg,069/R/S1069R02.jpg,320,280,0,0,0,,train,,,,,
CASIA_069_R_03,69,R,3,S1069R03.jpg,069/R/S1069R03.jpg,320,280,0,0,0,,train,,,,,
CASIA_069_R_04,69,R,4,S1069R04.jpg,069/R/S1069R04.jpg,320,280,0,0,0,,train,,,,,
CASIA_069_R_05,69,R,5,S1069R05.jpg,069/R/S1069R05.jpg,320,280,0,0,0,,train,,,,,
CASIA_069_R_06,69,R,6,S1069R06.jpg,069/R/S1069R06.jpg,320,280,0,0,0,,train,,,,,
CASIA_070_L_01,70,L,1,S1070L01.jpg,070/L/S1070L01.jpg,320,280,0,0,0,,test,,,,,
CASIA_070_L_02,70,L,2,S1070L02.jpg,070/L/S1070L02.jpg,320,280,0,0,0,,test,,,,,
CASIA_070_L_03,70,L,3,S1070L03.jpg,070/L/S1070L03.jpg,320,280,0,0,0,,test,,,,,
CASIA_070_L_04,70,L,4,S1070L04.jpg,070/L/S1070L04.jpg,320,280,0,0,0,,test,,,,,
CASIA_070_L_05,70,L,5,S1070L05.jpg,070/L/S1070L05.jpg,320,280,0,0,0,,test,,,,,
CASIA_070_L_06,70,L,6,S1070L06.jpg,070/L/S1070L06.jpg,320,280,0,0,0,,test,,,,,
CASIA_070_L_07,70,L,7,S1070L07.jpg,070/L/S1070L07.jpg,320,280,0,0,0,,test,,,,,
CASIA_070_R_01,70,R,1,S1070R01.jpg,070/R/S1070R01.jpg,320,280,0,0,0,,test,,,,,
CASIA_070_R_02,70,R,2,S1070R02.jpg,070/R/S1070R02.jpg,320,280,0,0,0,,test,,,,,
CASIA_070_R_03,70,R,3,S1070R03.jpg,070/R/S1070R03.jpg,320,280,0,0,0,,test,,,,,
CASIA_070_R_04,70,R,4,S1070R04.jpg,070/R/S1070R04.jpg,320,280,0,0,0,,test,,,,,
CASIA_070_R_05,70,R,5,S1070R05.jpg,070/R/S1070R05.jpg,320,280,0,0,0,,test,,,,,
CASIA_070_R_06,70,R,6,S1070R06.jpg,070/R/S1070R06.jpg,320,280,0,0,0,,test,,,,,
CASIA_071_L_01,71,L,1,S1071L01.jpg,071/L/S1071L01.jpg,320,280,0,0,0,,test,,,,,
CASIA_071_L_02,71,L,2,S1071L02.jpg,071/L/S1071L02.jpg,320,280,0,0,0,,test,,,,,
CASIA_071_L_03,71,L,3,S1071L03.jpg,071/L/S1071L03.jpg,320,280,0,0,0,,test,,,,,
CASIA_071_L_04,71,L,4,S1071L04.jpg,071/L/S1071L04.jpg,320,280,0,0,0,,test,,,,,
CASIA_071_L_05,71,L,5,S1071L05.jpg,071/L/S1071L05.jpg,320,280,0,0,0,,test,,,,,
CASIA_071_L_06,71,L,6,S1071L06.jpg,071/L/S1071L06.jpg,320,280,0,0,0,,test,,,,,
CASIA_071_L_07,71,L,7,S1071L07.jpg,071/L/S1071L07.jpg,320,280,0,0,0,,test,,,,,
CASIA_071_R_01,71,R,1,S1071R01.jpg,071/R/S1071R01.jpg,320,280,0,0,0,,test,,,,,
CASIA_071_R_02,71,R,2,S1071R02.jpg,071/R/S1071R02.jpg,320,280,0,0,0,,test,,,,,
CASIA_071_R_03,71,R,3,S1071R03.jpg,071/R/S1071R03.jpg,320,280,0,0,0,,test,,,,,
CASIA_071_R_04,71,R,4,S1071R04.jpg,071/R/S1071R04.jpg,320,280,0,0,0,,test,,,,,
CASIA_071_R_05,71,R,5,S1071R05.jpg,071/R/S1071R05.jpg,320,280,0,0,0,,test,,,,,
CASIA_071_R_06,71,R,6,S1071R06.jpg,071/R/S1071R06.jpg,320,280,0,0,0,,test,,,,,
CASIA_071_R_07,71,R,7,S1071R07.jpg,071/R/S1071R07.jpg,320,280,0,0,0,,test,,,,,
CASIA_072_L_01,72,L,1,S1072L01.jpg,072/L/S1072L01.jpg,320,280,0,0,0,,test,,,,,
CASIA_072_L_02,72,L,2,S1072L02.jpg,072/L/S1072L02.jpg,320,280,0,0,0,,test,,,,,
CASIA_072_L_03,72,L,3,S1072L03.jpg,072/L/S1072L03.jpg,320,280,0,0,0,,test,,,,,
CASIA_072_L_04,72,L,4,S1072L04.jpg,072/L/S1072L04.jpg,320,280,0,0,0,,test,,,,,
CASIA_072_L_05,72,L,5,S1072L05.jpg,072/L/S1072L05.jpg,320,280,0,0,0,,test,,,,,
CASIA_072_L_06,72,L,6,S1072L06.jpg,072/L/S1072L06.jpg,320,280,0,0,0,,test,,,,,
CASIA_072_L_07,72,L,7,S1072L07.jpg,072/L/S1072L07.jpg,320,280,0,0,0,,test,,,,,
CASIA_072_R_01,72,R,1,S1072R01.jpg,072/R/S1072R01.jpg,320,280,0,0,0,,test,,,,,
CASIA_072_R_02,72,R,2,S1072R02.jpg,072/R/S1072R02.jpg,320,280,0,0,0,,test,,,,,
CASIA_072_R_03,72,R,3,S1072R03.jpg,072/R/S1072R03.jpg,320,280,0,0,0,,test,,,,,
CASIA_072_R_04,72,R,4,S1072R04.jpg,072/R/S1072R04.jpg,320,280,0,0,0,,test,,,,,
CASIA_072_R_05,72,R,5,S1072R05.jpg,072/R/S1072R05.jpg,320,280,0,0,0,,test,,,,,
CASIA_072_R_06,72,R,6,S1072R06.jpg,072/R/S1072R06.jpg,320,280,0,0,0,,test,,,,,
CASIA_072_R_07,72,R,7,S1072R07.jpg,072/R/S1072R07.jpg,320,280,0,0,0,,test,,,,,
CASIA_073_L_01,73,L,1,S1073L01.jpg,073/L/S1073L01.jpg,320,280,0,0,0,,train,,,,,
CASIA_073_L_02,73,L,2,S1073L02.jpg,073/L/S1073L02.jpg,320,280,0,0,0,,train,,,,,
CASIA_073_L_03,73,L,3,S1073L03.jpg,073/L/S1073L03.jpg,320,280,0,0,0,,train,,,,,
CASIA_073_L_04,73,L,4,S1073L04.jpg,073/L/S1073L04.jpg,320,280,0,0,0,,train,,,,,
CASIA_073_L_05,73,L,5,S1073L05.jpg,073/L/S1073L05.jpg,320,280,0,0,0,,train,,,,,
CASIA_073_L_06,73,L,6,S1073L06.jpg,073/L/S1073L06.jpg,320,280,0,0,0,,train,,,,,
CASIA_073_L_07,73,L,7,S1073L07.jpg,073/L/S1073L07.jpg,320,280,0,0,0,,train,,,,,
CASIA_073_R_01,73,R,1,S1073R01.jpg,073/R/S1073R01.jpg,320,280,0,0,0,,train,,,,,
CASIA_073_R_02,73,R,2,S1073R02.jpg,073/R/S1073R02.jpg,320,280,0,0,0,,train,,,,,
CASIA_073_R_03,73,R,3,S1073R03.jpg,073/R/S1073R03.jpg,320,280,0,0,0,,train,,,,,
CASIA_073_R_04,73,R,4,S1073R04.jpg,073/R/S1073R04.jpg,320,280,0,0,0,,train,,,,,
CASIA_073_R_05,73,R,5,S1073R05.jpg,073/R/S1073R05.jpg,320,280,0,0,0,,train,,,,,
CASIA_073_R_06,73,R,6,S1073R06.jpg,073/R/S1073R06.jpg,320,280,0,0,0,,train,,,,,
CASIA_073_R_07,73,R,7,S1073R07.jpg,073/R/S1073R07.jpg,320,280,0,0,0,,train,,,,,
CASIA_074_L_01,74,L,1,S1074L01.jpg,074/L/S1074L01.jpg,320,280,0,0,0,,train,,,,,
CASIA_074_L_02,74,L,2,S1074L02.jpg,074/L/S1074L02.jpg,320,280,0,0,0,,train,,,,,
CASIA_074_L_03,74,L,3,S1074L03.jpg,074/L/S1074L03.jpg,320,280,0,0,0,,train,,,,,
CASIA_074_L_04,74,L,4,S1074L04.jpg,074/L/S1074L04.jpg,320,280,0,0,0,,train,,,,,
CASIA_074_L_05,74,L,5,S1074L05.jpg,074/L/S1074L05.jpg,320,280,0,0,0,,train,,,,,
CASIA_074_L_06,74,L,6,S1074L06.jpg,074/L/S1074L06.jpg,320,280,0,0,0,,train,,,,,
CASIA_074_L_07,74,L,7,S1074L07.jpg,074/L/S1074L07.jpg,320,280,0,0,0,,train,,,,,
CASIA_074_R_01,74,R,1,S1074R01.jpg,074/R/S1074R01.jpg,320,280,0,0,0,,train,,,,,
CASIA_074_R_02,74,R,2,S1074R02.jpg,074/R/S1074R02.jpg,320,280,0,0,0,,train,,,,,
CASIA_074_R_03,74,R,3,S1074R03.jpg,074/R/S1074R03.jpg,320,280,0,0,0,,train,,,,,
CASIA_074_R_04,74,R,4,S1074R04.jpg,074/R/S1074R04.jpg,320,280,0,0,0,,train,,,,,
CASIA_074_R_05,74,R,5,S1074R05.jpg,074/R/S1074R05.jpg,320,280,0,0,0,,train,,,,,
CASIA_074_R_06,74,R,6,S1074R06.jpg,074/R/S1074R06.jpg,320,280,0,0,0,,train,,,,,
CASIA_074_R_07,74,R,7,S1074R07.jpg,074/R/S1074R07.jpg,320,280,0,0,0,,train,,,,,
CASIA_075_L_01,75,L,1,S1075L01.jpg,075/L/S1075L01.jpg,320,280,0,0,0,,train,,,,,
CASIA_075_L_02,75,L,2,S1075L02.jpg,075/L/S1075L02.jpg,320,280,0,0,0,,train,,,,,
CASIA_075_L_03,75,L,3,S1075L03.jpg,075/L/S1075L03.jpg,320,280,0,0,0,,train,,,,,
CASIA_075_L_04,75,L,4,S1075L04.jpg,075/L/S1075L04.jpg,320,280,0,0,0,,train,,,,,
CASIA_075_L_05,75,L,5,S1075L05.jpg,075/L/S1075L05.jpg,320,280,0,0,0,,train,,,,,
CASIA_075_L_06,75,L,6,S1075L06.jpg,075/L/S1075L06.jpg,320,280,0,0,0,,train,,,,,
CASIA_075_R_01,75,R,1,S1075R01.jpg,075/R/S1075R01.jpg,320,280,0,0,0,,train,,,,,
CASIA_075_R_02,75,R,2,S1075R02.jpg,075/R/S1075R02.jpg,320,280,0,0,0,,train,,,,,
CASIA_075_R_03,75,R,3,S1075R03.jpg,075/R/S1075R03.jpg,320,280,0,0,0,,train,,,,,
CASIA_075_R_04,75,R,4,S1075R04.jpg,075/R/S1075R04.jpg,320,280,0,0,0,,train,,,,,
CASIA_075_R_05,75,R,5,S1075R05.jpg,075/R/S1075R05.jpg,320,280,0,0,0,,train,,,,,
CASIA_075_R_06,75,R,6,S1075R06.jpg,075/R/S1075R06.jpg,320,280,0,0,0,,train,,,,,
CASIA_076_L_01,76,L,1,S1076L01.jpg,076/L/S1076L01.jpg,320,280,0,0,0,,train,,,,,
CASIA_076_L_02,76,L,2,S1076L02.jpg,076/L/S1076L02.jpg,320,280,0,0,0,,train,,,,,
CASIA_076_L_03,76,L,3,S1076L03.jpg,076/L/S1076L03.jpg,320,280,0,0,0,,train,,,,,
CASIA_076_L_04,76,L,4,S1076L04.jpg,076/L/S1076L04.jpg,320,280,0,0,0,,train,,,,,
CASIA_076_L_05,76,L,5,S1076L05.jpg,076/L/S1076L05.jpg,320,280,0,0,0,,train,,,,,
CASIA_076_L_06,76,L,6,S1076L06.jpg,076/L/S1076L06.jpg,320,280,0,0,0,,train,,,,,
CASIA_076_L_07,76,L,7,S1076L07.jpg,076/L/S1076L07.jpg,320,280,0,0,0,,train,,,,,
CASIA_076_R_01,76,R,1,S1076R01.jpg,076/R/S1076R01.jpg,320,280,0,0,0,,train,,,,,
CASIA_076_R_02,76,R,2,S1076R02.jpg,076/R/S1076R02.jpg,320,280,0,0,0,,train,,,,,
CASIA_076_R_03,76,R,3,S1076R03.jpg,076/R/S1076R03.jpg,320,280,0,0,0,,train,,,,,
CASIA_076_R_04,76,R,4,S1076R04.jpg,076/R/S1076R04.jpg,320,280,0,0,0,,train,,,,,
CASIA_076_R_05,76,R,5,S1076R05.jpg,076/R/S1076R05.jpg,320,280,0,0,0,,train,,,,,
CASIA_076_R_06,76,R,6,S1076R06.jpg,076/R/S1076R06.jpg,320,280,0,0,0,,train,,,,,
CASIA_076_R_07,76,R,7,S1076R07.jpg,076/R/S1076R07.jpg,320,280,0,0,0,,train,,,,,
CASIA_077_R_01,77,R,1,S1077R01.jpg,077/R/S1077R01.jpg,320,280,0,0,0,,train,,,,,
CASIA_077_R_02,77,R,2,S1077R02.jpg,077/R/S1077R02.jpg,320,280,0,0,0,,train,,,,,
CASIA_077_R_03,77,R,3,S1077R03.jpg,077/R/S1077R03.jpg,320,280,0,0,0,,train,,,,,
CASIA_077_R_04,77,R,4,S1077R04.jpg,077/R/S1077R04.jpg,320,280,0,0,0,,train,,,,,
CASIA_077_R_05,77,R,5,S1077R05.jpg,077/R/S1077R05.jpg,320,280,0,0,0,,train,,,,,
CASIA_077_R_06,77,R,6,S1077R06.jpg,077/R/S1077R06.jpg,320,280,0,0,0,,train,,,,,
CASIA_077_R_07,77,R,7,S1077R07.jpg,077/R/S1077R07.jpg,320,280,0,0,0,,train,,,,,
CASIA_078_L_01,78,L,1,S1078L01.jpg,078/L/S1078L01.jpg,320,280,0,0,0,,train,,,,,
CASIA_078_L_02,78,L,2,S1078L02.jpg,078/L/S1078L02.jpg,320,280,0,0,0,,train,,,,,
CASIA_078_L_03,78,L,3,S1078L03.jpg,078/L/S1078L03.jpg,320,280,0,0,0,,train,,,,,
CASIA_078_L_04,78,L,4,S1078L04.jpg,078/L/S1078L04.jpg,320,280,0,0,0,,train,,,,,
CASIA_078_L_05,78,L,5,S1078L05.jpg,078/L/S1078L05.jpg,320,280,0,0,0,,train,,,,,
CASIA_078_L_06,78,L,6,S1078L06.jpg,078/L/S1078L06.jpg,320,280,0,0,0,,train,,,,,
CASIA_078_L_07,78,L,7,S1078L07.jpg,078/L/S1078L07.jpg,320,280,0,0,0,,train,,,,,
CASIA_078_R_01,78,R,1,S1078R01.jpg,078/R/S1078R01.jpg,320,280,0,0,0,,train,,,,,
CASIA_078_R_02,78,R,2,S1078R02.jpg,078/R/S1078R02.jpg,320,280,0,0,0,,train,,,,,
CASIA_078_R_03,78,R,3,S1078R03.jpg,078/R/S1078R03.jpg,320,280,0,0,0,,train,,,,,
CASIA_078_R_04,78,R,4,S1078R04.jpg,078/R/S1078R04.jpg,320,280,0,0,0,,train,,,,,
CASIA_078_R_05,78,R,5,S1078R05.jpg,078/R/S1078R05.jpg,320,280,0,0,0,,train,,,,,
CASIA_078_R_06,78,R,6,S1078R06.jpg,078/R/S1078R06.jpg,320,280,0,0,0,,train,,,,,
CASIA_078_R_07,78,R,7,S1078R07.jpg,078/R/S1078R07.jpg,320,280,0,0,0,,train,,,,,
CASIA_079_L_01,79,L,1,S1079L01.jpg,079/L/S1079L01.jpg,320,280,0,0,0,,train,,,,,
CASIA_079_L_02,79,L,2,S1079L02.jpg,079/L/S1079L02.jpg,320,280,0,0,0,,train,,,,,
CASIA_079_L_03,79,L,3,S1079L03.jpg,079/L/S1079L03.jpg,320,280,0,0,0,,train,,,,,
CASIA_079_L_04,79,L,4,S1079L04.jpg,079/L/S1079L04.jpg,320,280,0,0,0,,train,,,,,
CASIA_079_L_05,79,L,5,S1079L05.jpg,079/L/S1079L05.jpg,320,280,0,0,0,,train,,,,,
CASIA_079_L_06,79,L,6,S1079L06.jpg,079/L/S1079L06.jpg,320,280,0,0,0,,train,,,,,
CASIA_079_L_07,79,L,7,S1079L07.jpg,079/L/S1079L07.jpg,320,280,0,0,0,,train,,,,,
CASIA_079_R_01,79,R,1,S1079R01.jpg,079/R/S1079R01.jpg,320,280,0,0,0,,train,,,,,
CASIA_079_R_02,79,R,2,S1079R02.jpg,079/R/S1079R02.jpg,320,280,0,0,0,,train,,,,,
CASIA_079_R_03,79,R,3,S1079R03.jpg,079/R/S1079R03.jpg,320,280,0,0,0,,train,,,,,
CASIA_079_R_04,79,R,4,S1079R04.jpg,079/R/S1079R04.jpg,320,280,0,0,0,,train,,,,,
CASIA_079_R_05,79,R,5,S1079R05.jpg,079/R/S1079R05.jpg,320,280,0,0,0,,train,,,,,
CASIA_079_R_06,79,R,6,S1079R06.jpg,079/R/S1079R06.jpg,320,280,0,0,0,,train,,,,,
CASIA_079_R_07,79,R,7,S1079R07.jpg,079/R/S1079R07.jpg,320,280,0,0,0,,train,,,,,
CASIA_080_L_01,80,L,1,S1080L01.jpg,080/L/S1080L01.jpg,320,280,0,0,0,,test,,,,,
CASIA_080_L_02,80,L,2,S1080L02.jpg,080/L/S1080L02.jpg,320,280,0,0,0,,test,,,,,
CASIA_080_L_03,80,L,3,S1080L03.jpg,080/L/S1080L03.jpg,320,280,0,0,0,,test,,,,,
CASIA_080_L_04,80,L,4,S1080L04.jpg,080/L/S1080L04.jpg,320,280,0,0,0,,test,,,,,
CASIA_080_L_05,80,L,5,S1080L05.jpg,080/L/S1080L05.jpg,320,280,0,0,0,,test,,,,,
CASIA_080_L_06,80,L,6,S1080L06.jpg,080/L/S1080L06.jpg,320,280,0,0,0,,test,,,,,
CASIA_080_L_07,80,L,7,S1080L07.jpg,080/L/S1080L07.jpg,320,280,0,0,0,,test,,,,,
CASIA_080_R_01,80,R,1,S1080R01.jpg,080/R/S1080R01.jpg,320,280,0,0,0,,test,,,,,
CASIA_080_R_02,80,R,2,S1080R02.jpg,080/R/S1080R02.jpg,320,280,0,0,0,,test,,,,,
CASIA_080_R_03,80,R,3,S1080R03.jpg,080/R/S1080R03.jpg,320,280,0,0,0,,test,,,,,
CASIA_080_R_04,80,R,4,S1080R04.jpg,080/R/S1080R04.jpg,320,280,0,0,0,,test,,,,,
CASIA_080_R_05,80,R,5,S1080R05.jpg,080/R/S1080R05.jpg,320,280,0,0,0,,test,,,,,
CASIA_081_L_01,81,L,1,S1081L01.jpg,081/L/S1081L01.jpg,320,280,0,0,0,,train,,,,,
CASIA_081_L_02,81,L,2,S1081L02.jpg,081/L/S1081L02.jpg,320,280,0,0,0,,train,,,,,
CASIA_081_L_03,81,L,3,S1081L03.jpg,081/L/S1081L03.jpg,320,280,0,0,0,,train,,,,,
CASIA_081_L_04,81,L,4,S1081L04.jpg,081/L/S1081L04.jpg,320,280,0,0,0,,train,,,,,
CASIA_081_L_05,81,L,5,S1081L05.jpg,081/L/S1081L05.jpg,320,280,0,0,0,,train,,,,,
CASIA_081_L_06,81,L,6,S1081L06.jpg,081/L/S1081L06.jpg,320,280,0,0,0,,train,,,,,
CASIA_081_L_07,81,L,7,S1081L07.jpg,081/L/S1081L07.jpg,320,280,0,0,0,,train,,,,,
CASIA_081_L_08,81,L,8,S1081L08.jpg,081/L/S1081L08.jpg,320,280,0,0,0,,train,,,,,
CASIA_081_L_09,81,L,9,S1081L09.jpg,081/L/S1081L09.jpg,320,280,0,0,0,,train,,,,,
CASIA_081_L_10,81,L,10,S1081L10.jpg,081/L/S1081L10.jpg,320,280,0,0,0,,train,,,,,
CASIA_081_R_01,81,R,1,S1081R01.jpg,081/R/S1081R01.jpg,320,280,0,0,0,,train,,,,,
CASIA_081_R_02,81,R,2,S1081R02.jpg,081/R/S1081R02.jpg,320,280,0,0,0,,train,,,,,
CASIA_081_R_03,81,R,3,S1081R03.jpg,081/R/S1081R03.jpg,320,280,0,0,0,,train,,,,,
CASIA_081_R_04,81,R,4,S1081R04.jpg,081/R/S1081R04.jpg,320,280,0,0,0,,train,,,,,
CASIA_081_R_05,81,R,5,S1081R05.jpg,081/R/S1081R05.jpg,320,280,0,0,0,,train,,,,,
CASIA_081_R_06,81,R,6,S1081R06.jpg,081/R/S1081R06.jpg,320,280,0,0,0,,train,,,,,
CASIA_081_R_07,81,R,7,S1081R07.jpg,081/R/S1081R07.jpg,320,280,0,0,0,,train,,,,,
CASIA_081_R_08,81,R,8,S1081R08.jpg,081/R/S1081R08.jpg,320,280,0,0,0,,train,,,,,
CASIA_081_R_09,81,R,9,S1081R09.jpg,081/R/S1081R09.jpg,320,280,0,0,0,,train,,,,,
CASIA_081_R_10,81,R,10,S1081R10.jpg,081/R/S1081R10.jpg,320,280,0,0,0,,train,,,,,
CASIA_082_L_01,82,L,1,S1082L01.jpg,082/L/S1082L01.jpg,320,280,0,0,0,,test,,,,,
CASIA_082_L_02,82,L,2,S1082L02.jpg,082/L/S1082L02.jpg,320,280,0,0,0,,test,,,,,
CASIA_082_L_03,82,L,3,S1082L03.jpg,082/L/S1082L03.jpg,320,280,0,0,0,,test,,,,,
CASIA_082_L_04,82,L,4,S1082L04.jpg,082/L/S1082L04.jpg,320,280,0,0,0,,test,,,,,
CASIA_082_L_05,82,L,5,S1082L05.jpg,082/L/S1082L05.jpg,320,280,0,0,0,,test,,,,,
CASIA_082_L_06,82,L,6,S1082L06.jpg,082/L/S1082L06.jpg,320,280,0,0,0,,test,,,,,
CASIA_082_L_07,82,L,7,S1082L07.jpg,082/L/S1082L07.jpg,320,280,0,0,0,,test,,,,,
CASIA_082_R_01,82,R,1,S1082R01.jpg,082/R/S1082R01.jpg,320,280,0,0,0,,test,,,,,
CASIA_082_R_02,82,R,2,S1082R02.jpg,082/R/S1082R02.jpg,320,280,0,0,0,,test,,,,,
CASIA_082_R_03,82,R,3,S1082R03.jpg,082/R/S1082R03.jpg,320,280,0,0,0,,test,,,,,
CASIA_082_R_04,82,R,4,S1082R04.jpg,082/R/S1082R04.jpg,320,280,0,0,0,,test,,,,,
CASIA_082_R_05,82,R,5,S1082R05.jpg,082/R/S1082R05.jpg,320,280,0,0,0,,test,,,,,
CASIA_082_R_06,82,R,6,S1082R06.jpg,082/R/S1082R06.jpg,320,280,0,0,0,,test,,,,,
CASIA_082_R_07,82,R,7,S1082R07.jpg,082/R/S1082R07.jpg,320,280,0,0,0,,test,,,,,
CASIA_083_L_01,83,L,1,S1083L01.jpg,083/L/S1083L01.jpg,320,280,0,0,0,,train,,,,,
CASIA_083_L_02,83,L,2,S1083L02.jpg,083/L/S1083L02.jpg,320,280,0,0,0,,train,,,,,
CASIA_083_L_03,83,L,3,S1083L03.jpg,083/L/S1083L03.jpg,320,280,0,0,0,,train,,,,,
CASIA_083_L_04,83,L,4,S1083L04.jpg,083/L/S1083L04.jpg,320,280,0,0,0,,train,,,,,
CASIA_083_L_05,83,L,5,S1083L05.jpg,083/L/S1083L05.jpg,320,280,0,0,0,,train,,,,,
CASIA_083_L_06,83,L,6,S1083L06.jpg,083/L/S1083L06.jpg,320,280,0,0,0,,train,,,,,
CASIA_083_L_07,83,L,7,S1083L07.jpg,083/L/S1083L07.jpg,320,280,0,0,0,,train,,,,,
CASIA_083_R_01,83,R,1,S1083R01.jpg,083/R/S1083R01.jpg,320,280,0,0,0,,train,,,,,
CASIA_083_R_02,83,R,2,S1083R02.jpg,083/R/S1083R02.jpg,320,280,0,0,0,,train,,,,,
CASIA_083_R_03,83,R,3,S1083R03.jpg,083/R/S1083R03.jpg,320,280,0,0,0,,train,,,,,
CASIA_083_R_04,83,R,4,S1083R04.jpg,083/R/S1083R04.jpg,320,280,0,0,0,,train,,,,,
CASIA_083_R_05,83,R,5,S1083R05.jpg,083/R/S1083R05.jpg,320,280,0,0,0,,train,,,,,
CASIA_083_R_06,83,R,6,S1083R06.jpg,083/R/S1083R06.jpg,320,280,0,0,0,,train,,,,,
CASIA_083_R_07,83,R,7,S1083R07.jpg,083/R/S1083R07.jpg,320,280,0,0,0,,train,,,,,
CASIA_084_L_01,84,L,1,S1084L01.jpg,084/L/S1084L01.jpg,320,280,0,0,0,,train,,,,,
CASIA_084_L_02,84,L,2,S1084L02.jpg,084/L/S1084L02.jpg,320,280,0,0,0,,train,,,,,
CASIA_084_L_03,84,L,3,S1084L03.jpg,084/L/S1084L03.jpg,320,280,0,0,0,,train,,,,,
CASIA_084_L_04,84,L,4,S1084L04.jpg,084/L/S1084L04.jpg,320,280,0,0,0,,train,,,,,
CASIA_084_L_05,84,L,5,S1084L05.jpg,084/L/S1084L05.jpg,320,280,0,0,0,,train,,,,,
CASIA_084_L_06,84,L,6,S1084L06.jpg,084/L/S1084L06.jpg,320,280,0,0,0,,train,,,,,
